"review_id","sentence_id","sentence_category","sentence_category_group","sentence_topic","sentence_sentiment","entity"
"05f503abb42b62692117816f927697ec","51872c2d36b2f95ac12354e952e2f5c4","Experience","Ordering","Order Accuracy","Positive","Five Star"
"c815e78ab2d26930c0ab013efb42a78b","71e17582dea4d1209677b192aa59c19f","Food","Quality","Taste","Positive","Food"
"ef77d4e51026c979198f856a7d14ae97","7549f015afb7ed42352d8735b319e556","Food","Quality","Taste","Positive","Cilantro"
"fa172e3972c09c44b55f34623861d3fb","ef5eaf68f4befe6cf41009c03a4e51f6","Food","Menu","Comments","Positive","Lesser Knowns"
"f6395cba2d24e363a202e478b4bbedac","64e36e6ed114ad08158dd37b15466934","Food","Quality","Taste","Positive","Luis"
"c5aad8d499b0272513c0e5de2db55965","7eb0a7b438c3f2a765786fbfb753cd1e","Experience","Amenities","Amenities","Negative","Patrons"
"0149e4872e57539f8c8ae8e7256c4027","30981c0fe37d56e32c6cf8f76506e05f","Food","Quality","Taste","Positive","Grilled Shrimp Quesadillas"
"2662d9ff6f08caea940044f0ed8e7c42","da794582ae564914406b041132e63183","Experience","Amenities","Amenities","Positive","Patio"
"660970e002b4edbdac741b5ee8d521c5","b731c4360470744717639707c130c321","Food","Quality","Texture","Negative","Bacon"
"fa172e3972c09c44b55f34623861d3fb","ef5eaf68f4befe6cf41009c03a4e51f6","Food","Menu","Comments","Positive","Single Serves"
"fed76a461a1a8032d0f3b312e675f090","138eb5d19b37cee8458d55fc25fb59a3","People","Team","Hospitality","Positive","Packages"
"483bc58ef10d4d043f9f77429f857f82","bfb39aeb6459575549b38f34630f3f93","Experience","Loyalty","Loyalty","Positive","Date"
"9e855145b243d7f208e811e22f347a43","640e35df1e26c74b8112f3a4c99bf841","People","Team","Hospitality","Positive","Server"
"feb98359528071fd391cae7f3a32db21","f7c8ac9645435d1a9aa4088e7012ff32","Experience","Amenities","Inquiries","Negative","Building"
"d14fc56521b78564ee358f29488e25c6","c8c8170c0784e32a600c9cdf674a5507","Food","Menu","Comments","Positive","Menu"
"b78bf927ce2b19a2b09e96ed754bf812","97665e3dabe2d2fd18f45eaabb9353b0","Food","Quality","Taste","Positive","Cocktails"
"4189f4e335d99a1529e0a528a8ef7184","91beff2042f21f843747003b728331b8","Food","Quality","Taste","Positive","Whipped Cream"
"5c9c7b486ff1553a3fcb72ba26c20218","69a4eb217d94542486db6b0bbff84419","Food","Menu","Comments","Positive","Strawberry Crepes"
"483bc58ef10d4d043f9f77429f857f82","66ab839fdf9bc7db5dd888dcc9fb437f","Food","Quality","Taste","Positive","Margaritas"
"9e855145b243d7f208e811e22f347a43","ca2a8fe91895d65cdd95d56e95d59a38","Experience","Amenities","Comments","Positive","Nostalgic Look"
"6d735e8bdad070212e01c1fa5000af39","46ec961d66f3046551afd89f4916c0c2","People","Team","Hospitality","Positive","Birthday"
"8223d6ccec56d90ec65f66f008d796e2","0b633d5c94dea19c85dcd523b0451f08","Food","Quality","Taste","Positive","Sausage"
"e59b1db639688a30089dbf7dd4f1c5f7","2930a2b3005e88725772157b3af2ada3","Food","Quality","Taste","Positive","Pancakes"
"5277ad7cbf23c7cb3fbcccb53746116b","4f7801ad37da7374020f458210c292f2","Food","Quality","Taste","Positive","Mango Fuzzy"
"bdd1bf4058485084f794430cb8dfefd2","9350f89df14ca0a73bc9b839cc563252","Experience","Loyalty","Comments","Positive","High Rating"
"feb98359528071fd391cae7f3a32db21","4b50329c8d6af5acbfa03e2cfc4cedae","Experience","Loyalty","Loyalty","Negative","Ihop"
"878e42ae93f91b43d721cacb59582d2f","8f86ae4d92145bdfdc23b67bfc079b14","Food","Issues","Availability","Negative","Sauce"
"cad519ad9b45ee364e643c380dd69c1e","6a1fad49f8d005a730716a02499c7c9c","Experience","Loyalty","Loyalty","Positive","Ihop"
"9035fc6170e0486fcf9e45d6da927983","2ac708475b2d66d62fd9306c0bf84d13","Experience","Amenities","Comments","Positive","Early Breakfast"
"7342445bc372e49745896dddfe0bb606","8640e4e34adf27096668128b2d35bb4c","Experience","Inquiries","Comments","Positive","Ihop"
"cad519ad9b45ee364e643c380dd69c1e","0f1dd493d5d9f5338b40e225a11da310","Experience","Loyalty","Loyalty","Positive","Ihop El Segundo"
"b78bf927ce2b19a2b09e96ed754bf812","b946fbcbe6f9f110014616437468f857","Experience","Loyalty","Loyalty","Positive","Coworkers"
"ef77d4e51026c979198f856a7d14ae97","7549f015afb7ed42352d8735b319e556","Food","Quality","Taste","Positive","Tomato"
"b78bf927ce2b19a2b09e96ed754bf812","d5f3aedc7e0c3d16ad1b4195a424aadc","People","Team","Hospitality","Positive","Bread"
"181de88bce5e0a2e35f77bd0fd42b5f0","0634beb383886261559c7bf6a4a6971d","People","Team","Hospitality","Positive","Staff"
"c7f18ed520f6010dea9431e112cdff4c","99a2ca63ea746b5efed1e387bbf5f524","People","Team","Hospitality","Positive","Son"
"b78bf927ce2b19a2b09e96ed754bf812","827b02c5681b63ab953edc617d287989","Food","Menu","Comments","Positive","Hummus"
"67adbcdf339098b0ba8c86a512b14eea","ad34de57460db914d2ca91fa39f1bd1a","People","Team","Hospitality","Negative","Bertha"
"b7d56075c0f667f4d9751374c5dac57c","2b30053fd0da065426916868895ff33e","Food","Quality","Taste","Positive","Citrus"
"4189f4e335d99a1529e0a528a8ef7184","4c8704848187179fd2085764a13d5fd0","Experience","Inquiries","Availability","Negative","Sign"
"ee6824a64d563337cedb4e7dddcbe043","7e39625a663ebd6be7fde33bfe1108cf","Food","Quality","Taste","Positive","Wings"
"3f45fdf1e5cf59254c2a396f4efe0a87","e02bb2ea59e2fbe403b25abb4e0709ef","Food","Menu","Comments","Positive","Cheeseburger Combo"
"395f96b47a85c3bb397ef207a526ea31","06e777579d46bade5d26431d985f81dd","Food","Quality","Taste","Positive","4-Stack"
"a5ce6387c0110ca1970c1cfa1395ca92","7276df7d347c6e33af70d388853d3bd7","People","Team","Hospitality","Mixed","Server"
"18ac6f9946924aea30d52da685c9c042","585ecb34b00bf673e8e6e1c668f86b44","Experience","Cleanliness","Bathrooms","Positive","Restrooms"
"a507c9d739e430c1752fd6f0add3a20a","b6afdc914429a7612d6ff3e97f7d4987","Experience","","","Positive","Vibe"
"aaa40bf5f30576ef627c99a625971d87","3be52b4a1d0b752697055f83b01043af","Food","Menu","Comments","Positive","Bogo Coupon"
"6839cf96c1cbcac6d0b4b7707df0f4c4","a32dfd1e20f9974897ac338ccb4904a5","Experience","Inquiries","Inquiries","Positive","Waffle"
"40bf83aa39d71b533f603b2eac87b04e","60a9b7541758b46194ed9b47b23d406b","People","Team","Hospitality","Positive","Hasbrowns"
"72153675f8df209c7d2cbce8f08c8cb8","2e1de5aee6f113e3dbfa284d7a193a80","Experience","Payment","Pricing Accuracy","Mixed","Manager"
"7e3037b9777c518df0d74f47b5859c9d","9148ae59a22b863845ff2cf6a6df3a31","Food","Menu","Comments","Positive","Salsas"
"9d7bc932b3eee5a95dfa5317411d5b33","40b86e1b609302ab34e1c82a65520174","People","Team","Hospitality","Positive","Staff"
"0a5125337a9188764eed56a723237810","5ad46f2fe4f32bb272894627c630f059","Experience","Loyalty","Loyalty","Negative","Ihop"
"7e3037b9777c518df0d74f47b5859c9d","d41498d1f3bbe5055d214889d514d406","Experience","Cleanliness","Dining Room","Positive","Staff"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","94786e6885d76c1ccb03f1bb9c75203c","Food","Pricing","Cost of Meal","Positive","Prices"
"878e42ae93f91b43d721cacb59582d2f","cbd9ce62b21de05a8a7011b3b0e53a94","Experience","Amenities","Inquiries","Positive","Water Feature"
"923f8dc0ee240f4c45c0c07856154705","ba218f3d7241f872f8bf347ef0d2d38e","Experience","Amenities","Amenities","Positive","Week Day"
"df24ad8da7224bb9bd55b828d778c1ba","adf28758a6698d0006d4492c950e3ede","Food","Quality","Taste","Negative","Food"
"67adbcdf339098b0ba8c86a512b14eea","9c4a3a51ac86233f8531c097cf065968","Food","Quality","Texture","Negative","Tacos"
"f1a2586ab717c84e54f8da3638fb9040","7eeb95cd97d2a8efc683343e79785c0f","Food","Quality","Freshness","Positive","Ingredients"
"6d735e8bdad070212e01c1fa5000af39","68ed225d78ffbd5f2321e61d24a46b9c","Food","Quality","Taste","Negative","Sour Cream"
"637246865537965a7a1bbb7c2186356a","743a074c17f574012142f22b9c0e28bc","People","Team","Hospitality","Negative","Plate"
"257ad0bbbcc396bc690c0e3f4e0fdced","433b9696f28d422d80d7891fcd5b7b16","Experience","Ordering","Speed of Service","Negative","Assistant Manager"
"76aed0158dad7eccdf504890b4392c06","4185f51ee58c49184ca1be7a76d70e89","People","Team","Presentation","Mixed","Servers"
"16f4316e007da8762259127c5f6e03ad","88cb8ae73ed2964a46ad41abe2b4e04e","Food","Quality","Temperature","Negative","Service"
"20141c7b6827c5e79bde8503738daba9","23414c7e9faf3e578c5803c11f6c442d","People","Team","Presentation","Positive","Bartender"
"637246865537965a7a1bbb7c2186356a","7b404281731df5bbd9111b9187320682","Experience","Ordering","Speed of Service","Negative","Plate Of Food"
"d6550446f206a27133ef8d9a617d7adf","e1d4b95c0320603955cd3f44b282229a","Food","Quality","Portion","Positive","Beef"
"7e3037b9777c518df0d74f47b5859c9d","7c58f980af84f7b1eeac4413d79535c1","Experience","Inquiries","Comments","Positive","Mexican Restaurant"
"78e9cc79455a3fcd880b79f349e7c0ac","6609966dd62f66e1c6a6ffaa52f6f6a9","Experience","Amenities","Amenities","Positive","Beach"
"2711cd8333cab77fcf014f8934908d4d","7bd85732ee263ca2b7b2358c53b8c8e7","Experience","Amenities","Amenities","Positive","History"
"3b1538f41ca4bef866c02c9fe4bc1dd1","94aa3da1ab5160f61c80a8f7ff7c3a24","Food","Quality","Taste","Positive","Chili Relleno"
"ecd3edc45d6e6b6021fc88ccbb49353d","657062c1bc9ec1fa9259e73d2fd4c0ee","Experience","Loyalty","Loyalty","Negative","Ihop"
"df9c71616e113861a1b545a106915cb7","584abc7cbbabf16c0b9c88f1811fe23f","Experience","Ordering","Ordering Process","Negative","Survey"
"2662d9ff6f08caea940044f0ed8e7c42","da794582ae564914406b041132e63183","Experience","Amenities","Amenities","Positive","Margaritas"
"69c0841b17189018f9399b13252f9d9c","de5e106ebf15426d81205e7d056a1f91","Experience","Loyalty","Loyalty","Positive","Branch"
"9bbf2e8648947d9810a5c504ce379464","f5c355f0c7309cff93fc25c9f36ba9e1","People","Team","Hospitality","Negative","People"
"9bbf2e8648947d9810a5c504ce379464","e786af651b13d31bb4bf83fe261d41fe","People","Team","Presentation","Negative","Employees"
"9e855145b243d7f208e811e22f347a43","baa0b4de88971c97065381f4eebd46fc","Experience","Ordering","Order Accuracy","Positive","Food"
"2b1cacf836678060517e35b88ea88118","0b59621619e72a9c30ec8af9cf2d91f2","Experience","Loyalty","Loyalty","Positive","Weekend Brunch"
"11d1469140e59d38a8b2d4a954a0be32","ea4f9fccc37a470a1a60c5fdbf124939","Experience","Amenities","Comments","Negative","Beers"
"a5ce6387c0110ca1970c1cfa1395ca92","f2d41187a591ee4f08f5ba6887c4d5af","Food","Issues","Order Accuracy","Negative","Egg Benedict"
"c27c8022abd4781cf23b216b3b8fb3d0","26a944806fb74be4e195a97e83c98c1f","Experience","Amenities","Amenities","Positive","Outside"
"a9cb6f54bdbb92130d44777928349a0c","1dcc382fca5bc63dba544396c60cc7a1","Experience","Loyalty","Loyalty","Negative","This Location"
"ca95d4dd16b3bb71a7d956e2a7623482","0189e0d495c1aab7d87f7227f3ddc237","Experience","Amenities","Amenities","Positive","Cabaret Space"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","ddee07685d88a4ba5834c9bb6cb4ebf0","Food","Quality","Taste","Positive","Waiter"
"82bf4d9452ddc2786d2aac9c4e4ec40e","a53b4678d3c965a4314e549c90b88aa3","Experience","Amenities","Amenities","Positive","Outside"
"ddf7026b962f8de2bf3be26cbfbcc7fd","3f5539bad34cca9db27b0be2d1b0b8b2","People","Team","Hospitality","Positive","Staff"
"c7f18ed520f6010dea9431e112cdff4c","1c673ad4121ca57e509866c66a3af6c9","People","Team","Hospitality","Positive","Hostess"
"40bf83aa39d71b533f603b2eac87b04e","60a9b7541758b46194ed9b47b23d406b","People","Team","Hospitality","Positive","Server"
"a9a0a883f07763e0debc6c13f2ec37f8","0c3e15b5696c1c5be548fa804bd27451","Food","Issues","Availability","Negative","Tacos"
"878e42ae93f91b43d721cacb59582d2f","cbd9ce62b21de05a8a7011b3b0e53a94","Experience","Amenities","Inquiries","Positive","Menu"
"87b9e8845942e1f928cfa4b482cbf4a5","03923ef207153ca3dc4be68555a3364e","People","Team","Hospitality","Positive","Indian Guy"
"5277ad7cbf23c7cb3fbcccb53746116b","8719f4685f8ab793458fc33af78dcf68","Food","Menu","Comments","Positive","Shredded Carnitas Tacos"
"16f4316e007da8762259127c5f6e03ad","88cb8ae73ed2964a46ad41abe2b4e04e","Food","Quality","Temperature","Negative","Burrito"
"64ad504f0f566477328f271c0256c840","50f649f5984908bc2d59da514e53f19d","Food","Quality","Freshness","Negative","Avocado"
"610f71931d7b7d2f6cb2e942612ef5f3","088185448e3ff2f5afc92b5d71d74dc7","Experience","Cleanliness","Amenities","Negative","Ketchup"
"74c78a0569cae39583908ec861238300","46a034f8252515706d2477ef6f5aeb0e","Food","Quality","Appearance/Presentation","Positive","Scrambled Eggs"
"181de88bce5e0a2e35f77bd0fd42b5f0","7811ec5bfc8643d5a99a64db078c9e17","Experience","Ordering","Speed of Service","Positive","Food"
"6f09c9e7e14fd6e6464169b55211b3f7","957765f1b95bba7c3b3fc77da30a54e4","Food","Menu","Comments","Positive","Real Shell Cracked Eggs"
"05f503abb42b62692117816f927697ec","b18f84fde0bbf77210bbbd448cbfaa79","Food","Quality","Taste","Negative","Middle-Eastern Places"
"20141c7b6827c5e79bde8503738daba9","eae5906ee91300ee3dad41b24603023a","Experience","Amenities","Inquiries","Mixed","Food"
"d72ec3aa0e8dbcc8514fa21755f23855","d16c273e77195953e411f2016b5db94d","Experience","Amenities","Amenities","Positive","Purple Uv Ray Light"
"c27c8022abd4781cf23b216b3b8fb3d0","26a944806fb74be4e195a97e83c98c1f","Experience","Amenities","Amenities","Positive","Inside"
"c5aad8d499b0272513c0e5de2db55965","b61036412326f7d88d792e1eb4cec639","Experience","Amenities","Amenities","Negative","Scooters"
"73e9876b040c490114670c815db20fea","5a46ed6b7f9274ebede0baa8cf5c6f54","Food","Quality","Freshness","Negative","Ceviche"
"83594e2560a937080019293e3ef40da3","099dfa24affb798c82f39b77ca8927e6","Food","Issues","Portion","Negative","Friend"
"4c55728c2de6a5f625402681ba46cd26","49dc813a7e6afe0d9944070327518f2e","People","Team","Hospitality","Positive","Notma"
"637246865537965a7a1bbb7c2186356a","743a074c17f574012142f22b9c0e28bc","People","Team","Hospitality","Negative","Waitress"
"186f26d8df8af103ed10f04980b20e08","0852733a534a91806d7ce6f9b1b36c5d","Food","Menu","Comments","Positive","Whiskey Sour"
"3b1538f41ca4bef866c02c9fe4bc1dd1","63e67cc762b154d92f42d7c4d7128af6","Experience","Amenities","N/A","Positive","Restaurant"
"cad519ad9b45ee364e643c380dd69c1e","5abafa2e12412c0f0624f69eefaeeb2c","People","Team","Hospitality","Positive","Coffee"
"b78bf927ce2b19a2b09e96ed754bf812","827b02c5681b63ab953edc617d287989","Food","Menu","Comments","Positive","Hh Menu"
"2662d9ff6f08caea940044f0ed8e7c42","3ea87cb3585830b4b42b4a1661581e6c","Food","Quality","Taste","Positive","Birria Tacos"
"78e9cc79455a3fcd880b79f349e7c0ac","e4b3a16117cd7c97cf96b6758b84046e","Experience","Amenities","Amenities","Positive","Atmosphere"
"0a7ca6e9b65f8679da55fa00117fa02b","4ca0080bf2825a660dfac7af13b15b59","Experience","Loyalty","Loyalty","Positive","Breakfast Place"
"5f28567bd60b932a9338b9b92365ecff","0205bd921cab99b02bf84a56fcb91823","Food","Menu","Comments","Positive","Dinner"
"998bb9d2235ea0ff5ce1ddcb41b7c54c","5a5e252ce11be59a7d81af6b9b81ed75","Experience","Experience","Loyalty","Positive","Laura"
"2711cd8333cab77fcf014f8934908d4d","341bd80bd7c83d2c8037db740e8a2032","People","Team","Hospitality","Positive","Doorman"
"164b4b7194c18deaf6dab6aada260f44","0cb79673ad514f8aae4d2b98c0db3256","Food","Quality","Taste","Negative","Cheese Enchiladas"
"32821f75f6097d01700d18ca0b70a4e0","e2b82716cc39fc28860c13a97ed11205","Experience","Loyalty","Loyalty","Positive","Ihoppy Hours"
"854c5eee84a2ad9fe947ab166baebd09","1466a17f8e5f819b7974841b2169d6b4","Experience","Amenities","Amenities","Positive","Shuffle Board"
"83594e2560a937080019293e3ef40da3","8a11ac809369aab7be551dfae08c37c4","Food","Issues","Availability","Negative","Decaf Coffee"
"fc27c85c9dd0806ac8f1b61c24bef44c","f7efb710eca75b41d0c51ffa05f507ab","Food","Quality","Taste","Positive","Breakfast"
"d4787f5690301b21c3286e57b82e4f9d","e1db0001af9cfe899619d5efcd5c3309","Experience","Amenities","Inquiries","Positive","Movies"
"8d78a61402b5b46a7560698fe95c43bb","f21ae526576e1c771203f4b1a7aef2a7","Food","Menu","Comments","Positive","Meal Selection"
"b0fd7d937df74721def5f83f0f16528e","0da8425c2bcdf060f5b82ec345a4e030","Food","Menu","Comments","Positive","Food"
"c8068bc87f8c6a49289f03236157217f","1fdb8a32fe2beeb411f6422a842ba10d","Food","Quality","Taste","Negative","Ihop"
"afe93f0212ec5da8d7bced8a38b12079","79eb85b3ea361b4825290d7b1f321036","People","Team","Hospitality","Positive","Staff"
"87b9e8845942e1f928cfa4b482cbf4a5","84c9a0d51c64706bf9a81100f5ff1012","Food","Quality","Taste","Positive","Holiday Meal"
"b09234e89c4e2d66da1cd08687438f4d","7beaa9cdbc1b697e03ad28b5d059b6fa","Experience","Amenities","Amenities","Positive","Service"
"3a8f92ebbf841e6d9928d130532d8b58","ddfbba389881df14b1731f5e5ac734bc","Food","Quality","Taste","Positive","Chicken Nachos"
"186f26d8df8af103ed10f04980b20e08","1666413f4418921aefa4ed0291e64e6c","Food","Quality","Taste","Positive","Brew Pup Pretzels"
"5f28567bd60b932a9338b9b92365ecff","0205bd921cab99b02bf84a56fcb91823","Food","Menu","Comments","Positive","Kids Menu"
"33fa228c4ab0c4bc139a8bd202d1a896","acf5635eaa99a82f6ec4ad6337d8bb60","Experience","Amenities","N/A","Positive","Vibe"
"b0fd7d937df74721def5f83f0f16528e","995f1ed8d4d85e83e6683b01a011b378","Experience","Amenities","Amenities","Positive","Bar"
"9bbf2e8648947d9810a5c504ce379464","fd09c4cacd12e8b828d80c9193889cea","Experience","Loyalty","Loyalty","Negative","Restaurant"
"257ad0bbbcc396bc690c0e3f4e0fdced","433b9696f28d422d80d7891fcd5b7b16","Experience","Ordering","Speed of Service","Negative","Karol"
"83870e53baecd09a6268b36a3c487aec","ba8ab850c8ad953b21d10bcc1f002f82","People","Team","Hospitality","Positive","Luis Perez"
"854c5eee84a2ad9fe947ab166baebd09","426fd1afc3f0ecb6c0ab3e3cde5b9c4c","Experience","Amenities","Amenities","Positive","T.V.S"
"67b5aaf4da29203653f9691aa312e27b","80bea763a07776c0b30eed12d375e534","Food","Quality","Taste","Mixed","Aioli"
"a507c9d739e430c1752fd6f0add3a20a","3ec7fb99111cc921a3fa3b4e878864a2","Food","Menu","Comments","Positive","Food Truck"
"64ad504f0f566477328f271c0256c840","d68d1b65a38ad0ec3077d59dfee530ba","Experience","Loyalty","Loyalty","Negative","Place"
"78e9cc79455a3fcd880b79f349e7c0ac","ec8adc3f08d2324b6078e31b9991427c","Experience","Amenities","Amenities","Positive","Decorations"
"037d38cb7032c936e112ab11ec623398","04ee0299cabf0c45d3d4981e175cd821","Food","Quality","Taste","Positive","Beans"
"3d5398cc4f3336489b4100a4941cc1ce","0c9f0d328e06fb8e20d3959e5aad76f5","Food","Quality","Temperature","Negative","Sausage"
"74c78a0569cae39583908ec861238300","31e87c02bb6d11678f50c686fef5abca","Experience","Amenities","Comments","Positive","Decor"
"6d735e8bdad070212e01c1fa5000af39","500d91c851daae40ab037657430fc46f","Food","Quality","Taste","Positive","Cheese Blitzes"
"b78bf927ce2b19a2b09e96ed754bf812","60fe0bffd6a85aa99ba1cbf9f4e46ecb","Experience","Amenities","Amenities","Positive","4-7"
"4a45195fa20f039934386fc0ce13b00d","93251b74fa0b110fda096245b0249b37","Food","Menu","Comments","Positive","$10"
"09ec03192e3998f1571388baaf35c070","83a959f099ec04625c1fe70ebf618790","Food","Quality","Taste","Positive","Sauces"
"67b5aaf4da29203653f9691aa312e27b","c0666d4fcd55f32ec4984664ad635177","Food","Quality","Texture","Positive","Meat"
"ede495705e0d53d5e6ac3f0ea6d0f01b","60f84da3d7d1daa5ff7ba8ba105cee11","Experience","Experience","Loyalty","Positive","Micky's"
"6488412a4ac03b419957429a0e636622","36d169bec37e7632ab8eda9411d9db6f","Experience","Loyalty","Loyalty","Negative","Wallet"
"567496072cca0189feae1c7df5e53f13","2f08b041e337b0eb221d21b4b18f9b9d","Experience","Amenities","Inquiries","Positive","Front Stage"
"1c322cb55cc9d563b4fb73064b2524f6","63cf2035bda427a00b99bdda6d27327f","Food","Quality","Taste","Positive","Craft Beer"
"fcd7cc560ffa01fad216dfa74168aadd","b237f81890e04586fb1994b55ad0f7d8","Experience","Amenities","Comments","Positive","Outdoor Area"
"395f96b47a85c3bb397ef207a526ea31","e1c11e95fa6f3e4eb1517b2a7bdaa2ba","Food","Menu","Comments","Positive","Gluten-Free"
"567496072cca0189feae1c7df5e53f13","fe7debf2b00efd4ac6e6baebffa0bd62","People","Team","Hospitality","Positive","Staff"
"aa2dfebf03f6a624d59efe8cb8c1932d","85b9179b52883f286ef812bbfa76b567","Food","Quality","Temperature","Positive","Eggs"
"78e9cc79455a3fcd880b79f349e7c0ac","de2904fa298ff2de6c47f37d55b5a652","Experience","Amenities","Amenities","Positive","Fish"
"ca95d4dd16b3bb71a7d956e2a7623482","fb580733bdf02651f05377121ba0a4f6","Experience","Payment","Cost of Meal","Positive","Hollywood Bar"
"4cdcdef57b1626cc2530621e2a2e98ee","a0d6a3edfdbf4377366ebb1d1d8455c0","People","Team","Hospitality","Positive","Service"
"3e48e9a824e69cf062ced03e55bea555","39d76e5f0b5bfda0f59f113c44afb828","People","Team","Hospitality","Negative","Wendy R."
"4cdcdef57b1626cc2530621e2a2e98ee","e7751aee0f90fba3ecf1635feebacd3b","Food","Menu","Comments","Positive","Torta De Asada"
"2711cd8333cab77fcf014f8934908d4d","a5b728db4b0ca47d7cfb77d32fd83d00","Food","Pricing","Cost of Meal","Positive","Drinks"
"321ff57906cdadc9666de7c45e2e982a","eba56cd412eedcd69bfaf6e6c2ea3b9a","Food","Quality","Taste","Positive","Ihop"
"2e22204c802449219e31c60c312cfde6","f10903a388f7226eeac7e3af8447aaa0","Food","Quality","Taste","Positive","Rice"
"2711cd8333cab77fcf014f8934908d4d","eb113c093341c536841ba8133bbaa128","Experience","Amenities","Amenities","Positive","Live Entertainment"
"2cdc09825fae4cc742299084826ff10c","3a21493bc4573b1699f9e1f686dbdb4f","People","Team","Hospitality","Positive","Coffee"
"e59b1db639688a30089dbf7dd4f1c5f7","8e7d3de4e66f82397e5980f1dda7cc55","Food","Quality","Portion","Mixed","Bacon"
"507ba3ed88c9cc1ff642bff1ff7afb37","e71b800395378807cc39f8bba10023f4","Experience","Amenities","Amenities","Positive","Drinks"
"05f503abb42b62692117816f927697ec","95d530cf79285a0af5f4503caca1ac23","Food","Quality","Taste","Positive","Saffron Rice"
