"review_id","id","place_name","place_id","author","review_text","rating","review_date","sentiment"
"a9cb6f54bdbb92130d44777928349a0c","ChIJK9vwNo6awoAR3vT6GLYX0uQ","IHOP","ChIJK9vwNo6awoAR3vT6GLYX0uQ","Gustavo Gallegos","We waited almost 40 minutes to be seated but that was expected on a weekend morning. The food was ready in a decent amount of time but unfortunately, both of our plates were cold, and had to ask for them to be warmed up twice. Our requests seemed to have bothered the waitress that helped us and the service after asking seemed cold and rushed. Have you ever felt like you're being rushed to pay and leave a restaurant? Yeah. So, I doubt I'll come back to this location.","2.0","2022-04-03 14:07:35","Negative"
"7342445bc372e49745896dddfe0bb606","ChIJZYxpDza7woARU69tpaaWMkg","IHOP","ChIJZYxpDza7woARU69tpaaWMkg","Faisal Habib","Had to visit an iHop for no nonsense pancakes, and it didn't disappoint. It's simple, easy, large menu and lots to try. Everything was good, fast and reasonably priced. We did get very very full though.","5.0","2023-01-09 07:30:45","Positive"
"49d2f297089131cff272b896409ab233","ChIJeXAC8G7LwoARaCbZsVm43Lk","IHOP","ChIJeXAC8G7LwoARaCbZsVm43Lk","Sandra Baker","When I visit this IHOP in Compton. I had great expectations until I walked in. Were there seated for 30 minutes? Food came cold to the table with the hair in it. And I saw people getting served before us. And we were there before then.  We were patient not calling anyone out on anything. Just asking when we were gonna be were trying to be nice about it, but seem like they didn't give a darn. Never went back never went back and don't plan on it","2.0","2024-02-22 03:17:18","Negative"
"756e7c741b6151735bd36d95791c6726","ChIJczrmpc2wwoAR2O2_x3vPimo","IHOP","ChIJczrmpc2wwoAR2O2_x3vPimo","Eloisa Yalung","The fastest service we’ve ever gotten. 2 minutes after ordering our food, it was somehow already at our table.","5.0","2024-02-20 10:38:23","Positive"
"0447ce96706a5d637634387957526503","ChIJkZ3mK4-6woARX7Kpp3J10cs","IHOP","ChIJkZ3mK4-6woARX7Kpp3J10cs","Havi Harv","The best - we love IHOP
This store was very clean and the team was absolutely friendly and did a great service.
Food was fresh, hot and very delicious.
I had the bacon temptation Omelett and pan cakes.
My wife spinach and mushrooms Omelett.
Will come again!!
Pricing is excellent as well
The did check our vaccination status which we did love!!","5.0","2022-01-13 16:49:45","Positive"
"df4f7242bd064716000e0eb91fa88fd5","ChIJoQAdMmSdQIYRdl7ecSOE3as","Fuzzy's Taco Shop","ChIJoQAdMmSdQIYRdl7ecSOE3as","Randy Corona","Food is always Good! Atmosphere is Awesome! One of our Favorite Places! Love we can bring our Dog. Staff are Friendly, Clean, Good Service and the Drinks are Super Good! They always have Sport games on which is Cool. They also have Games you can Play. Very Cool Spot!","5.0","2024-06-01 02:12:48","Positive"
"483bc58ef10d4d043f9f77429f857f82","ChIJoQAdMmSdQIYRdl7ecSOE3as","Fuzzy's Taco Shop","ChIJoQAdMmSdQIYRdl7ecSOE3as","Shardae Coruthers","Fuzzy's Taco Shop provided the perfect backdrop for a wonderful date with my man. The casual, vibrant atmosphere set the tone for a relaxed evening filled with laughter. We started with their delicious queso and chips, which were a hit. The tacos were a highlight—fresh, flavorful, and generously filled. I loved the shrimp tacos, while he raved about the Baja fish tacos. The friendly staff and quick service made our experience even better. To top it off, we enjoyed cold margaritas that complemented our meal perfectly. Fuzzy's Taco Shop made our date night special, and we can't wait to return!💕💖🌹🌮🌯🍹","5.0","2024-05-16 15:52:13","Positive"
"3a8f92ebbf841e6d9928d130532d8b58","ChIJNU6G0lMzs1IRAQewCY0cuOk","Fuzzy's Taco Shop Taqueria","ChIJNU6G0lMzs1IRAQewCY0cuOk","Christine Anderson","Fun place, fast service, loads of food.  We had the chicken Nachos, tasted great, generous portion. We couldn't stop eating!!
There is a good variety of beverage choices.  Nice little patio area to sit outside.
I asked hte helpful server what she recommend for the chips and dip, so I don't remember the name of this one.","5.0","2023-05-20 12:12:42","Positive"
"ef77d4e51026c979198f856a7d14ae97","ChIJzR3BFo2jwoARzQhg7WF7_jI","Fiesta Feast","ChIJzR3BFo2jwoARzQhg7WF7_jI","Clare Salstrom","Such a fun beach spot. Casual. Jeff is awesome. Friendly.  I’ve been going for over 25 years.  Rice, beans, tomato, cilantro, eggs … good comfort food.  Fast.  Easy. Made to order -if you’re picky like me : ). Great place for a breakfast burrito before hitting the beach. Opens at 8:30am. Good place to grab quick lunch before the beach.  Nice place to fill up after a big workout later in the day.  Enjoy!  You’ll thank me","5.0","2024-01-01 20:21:41","Positive"
"87b9e8845942e1f928cfa4b482cbf4a5","ChIJHTOfvBOZwoARvhZbxC1c9HA","IHOP","ChIJHTOfvBOZwoARvhZbxC1c9HA","Grinn Prominnin","I wanted a thanksgiving dinner while in Los Angeles. They delivered a perfect holiday meal. My server was the best Indian guy . I loved the food so much that I brought a to plate.","5.0","2023-12-19 21:35:03","Positive"
"878e42ae93f91b43d721cacb59582d2f","ChIJpTqRfji7woARXbVuSe8RO1w","Pita Bar + Grill - Mediterranean Restaurant Brentwood LA","ChIJpTqRfji7woARXbVuSe8RO1w","Meagan McCall","I feel like Pita Bar + Grill on the corner of Barrington & Wilshire has a lot of potential. They have both indoor and outdoor seating, a water feature, an appealing menu, and friendly staff.

For a Starter, we went with the Sweet & Spicy Jumbo Shrimp ($14) sauteed with roasted jalapeños & drizzled with wildflower honey. The downside is that the shrimp still has the skin on it, so you have to peel it, but it is very sticky because of the sauce, which is not actually touching the shrimp meat.
The sauce is delicious and I love that it is sweetened with honey instead of just sugar. The shrimp itself was very chewy and possibly over cooked.

From the Grill, we went with the Skirt Steak ($23) which comes with Chimichurri Sauce and your choice of 2: White or Brown Rice, Fries & Garden Salad. The meat was tough, the chimichurri sauce was randomly too spicy, and there was not enough chimichurri.

Next time I’d come back to try their daily happy hour, which goes from 4-7pm.","4.0","2023-11-12 05:06:19","Mixed"
"05f503abb42b62692117816f927697ec","ChIJpTqRfji7woARXbVuSe8RO1w","Pita Bar + Grill - Mediterranean Restaurant Brentwood LA","ChIJpTqRfji7woARXbVuSe8RO1w","Richard Wheeler","Ordered the mixed combo with a side of lentil soup and baba for a couple of hangry truck driving types (co-pilot in photo) and this truly did not disappoint! I am somewhat of a middle-eastern food snob as I have been eating and making it for over 50 of my 60 years and this is so very good I would be proud to say I had made it myself. A lot of “middle-eastern” places serve food that is more “inspired by” then the actual thing, and after you add in a bored line cook the recipes become very blah.
Not so here, all the items are spiced subtly but correctly, even the saffron rice which almost always tastes like rice with yellow food coloring at most places.The spicing on everything was done to perfection- subtle but prominent and easily distinguished from each other.

Rare that I give a five star, especially when I order it from a delivery service but these people have hit it out of the park. Well done, Habibi!","5.0","2024-01-27 01:36:51","Positive"
"b09234e89c4e2d66da1cd08687438f4d","ChIJtX5VAUS7woARjpFmHfHXtYI","Busby's West","ChIJtX5VAUS7woARjpFmHfHXtYI","Chris Kelly","Had the beef bean chilli for a snack while having a couple of beers on a cold night. The meal was delivered only just warm and I asked the very friendly waitress if I could have it warmed up. The meal was brought back and was very hot - obviously microwaved. The chilli was bland and watery and luckily I requested some hot sauce to give it a bit of flavour. Good atmosphere and service.","3.0","2024-03-07 05:16:11","Mixed"
"1c322cb55cc9d563b4fb73064b2524f6","ChIJueIEV1SY7ocR_gjR_bMOnbM","Fuzzy's Taco Shop","ChIJueIEV1SY7ocR_gjR_bMOnbM","Erica Rasmussen","Great place to grab a couple shrimp tacos with choice of 3 types of shells and a craft beer in their signature beer glass. Husband's go to are the beef nachos. Great staff, always a clean table anywhere you want to sit and their service is ridiculously fast. Great to meet Jill and Brandon last Saturday night! Thank you for this great central location.","5.0","2023-09-06 00:51:50","Positive"
"3e48e9a824e69cf062ced03e55bea555","ChIJIbgd9K2XwoARDuJASPKNniw","IHOP","ChIJIbgd9K2XwoARDuJASPKNniw","Александр Скиннер","**Terrible service.**

This is my first experience at this establishment and my last. I recommend everyone to avoid this place and never come here. If you do happen to come here, avoid being served by Wendy R.

**My experience:**

Upon arriving at the establishment, I approached a girl who was cleaning the floors and asked for a table. They found a table for me. After sitting down and choosing what to order from the menu, the waitress Wendy R. came to take my order. After taking my order, she immediately (10-15 seconds) brought me the check for payment, even though I hadn't even been given water yet. I suspect this waitress considered me a bad person or unable to pay. Since I was very hungry, I didn't say anything and paid silently. My mood was ruined for the rest of the day; I felt this negativity towards me.

**P.S.: The food is not bad.**","1.0","2024-06-08 23:23:22","Negative"
"b0fd7d937df74721def5f83f0f16528e","ChIJN00ohyozMYYRiJdhykX-YHM","Fuzzy's Taco Shop","ChIJN00ohyozMYYRiJdhykX-YHM","Ramiro Benavidez","Taco Bell has some tough competition. This concept can be considered a hybrid between a Trejo's and Taco Bell.
The atmosphere is great and the space is huge. A very nice bar is the first thing I noticed when I entered.
The menu is large and the food is great for the price. Don't expect homemade tortillas, rice etc, as the tortillas are most likely straight out of the package as well as the rice, which tasted similar to Uncle Ben's packaged Spanish rice.
You can probably get away for a dinner for two for under $40 easily.
Fresh cilantro and tomatoes were in the shredded carnitas I ordered. They were very decent for the price and no complaints here.
This business is definitely putting a hurt in the Taco Bell across the street.","5.0","2023-02-05 17:16:14","Positive"
"321ff57906cdadc9666de7c45e2e982a","ChIJr1FS7Sa_woARdj7HmRxvgko","IHOP","ChIJr1FS7Sa_woARdj7HmRxvgko","INDOLO CBD","The service was amazing! Went to this IHOP late Sunday night and the food was good but the service was even better. Our server Robert was amazing, it was very busy but this server was handling everything it seemed by himself. Our food was hot and fresh and he didn't miss anything we asked for. If I could give 10 stars I would. Thank you Robert for a great experience we will most definitely be back!!!","5.0","2024-05-27 10:53:53","Positive"
"fd78ece3678c2440e9ab4e381540bab3","ChIJUbNfwlEo6IAR9Tq9pGakD34","El Patio Cantina","ChIJUbNfwlEo6IAR9Tq9pGakD34","Jesus Rizk","Lunch time was not busy and the wait was about 20+ minutes from ordering to plates served. The wait time well worth it and their service was excellent. We had a shrimp soup and chicken salad, good portions and tasty.","5.0","2022-08-10 20:20:10","Positive"
"4189f4e335d99a1529e0a528a8ef7184","ChIJkZ3mK4-6woARX7Kpp3J10cs","IHOP","ChIJkZ3mK4-6woARX7Kpp3J10cs","Brad Klein","The sign outside says 24h but the hours posted on the door close at 10/midnight.

No-frills outpost of the mega-breakfast chain. Double-chocolate chip pancakes + whipped cream (you will need extra whip cream) and the poblano chile omelette! Don't forget the cheese sauce!","4.0","2024-04-02 16:54:45","Mixed"
"e1ef4b02fcbe691ce223195060390a0b","ChIJx8T3gpKXwoAR-hsjwe375ak","IHOP","ChIJx8T3gpKXwoAR-hsjwe375ak","JEROME TERRY","The food has gotten worse every time I come here.. the kitchen never cooks my food fully.. today my English muffin feels raw .. two pieces of ham don’t look like the picture.. Not worth the money.. I try to bring my daughter here for the experience I had as a child.. this isn’t it.. Food quality is LOW","1.0","2024-06-17 15:51:08","Negative"
"c49da51129f816aab6cec0cab767cdb7","ChIJdfRU8NGQwoAR9Ch4-eL8UHs","IHOP","ChIJdfRU8NGQwoAR9Ch4-eL8UHs","Camila Abendano","This was the best food ever I loved. It but the floors were sticky over all it was a wonderful experience","4.0","2024-03-03 03:45:27","Positive"
"28bc6ed6fdff2494e5c1793273668776","ChIJNZnFA5LGwoARFLcZIl_M8p4","IHOP","ChIJNZnFA5LGwoARFLcZIl_M8p4","nelatransport 10","Second time in a row that i get disappointed with service and food.
Today we got seated, then waiting waiting and waiting and not a single server ask if we were already been helped until one of the helpers came to ask, we ordered our drinks and food at the same time so it can be quicker, 30mins after our food came cold! My omelette was pure egg no meat no vegetables!!  there was no silver ware
they gave us plastic there was no french fries for our burger! After all it was disgusting starting with service!","1.0","2024-05-27 23:36:20","Negative"
"3909b6dd8185661d54c4937214464017","ChIJ43l-zz-6woARekJ1mLucIGQ","Warm & Fuzzy","ChIJ43l-zz-6woARekJ1mLucIGQ","Cameron Tagge","I was unsure about my kitchen decor, but little Carlos was so helpful and kind. Fine group. Five stars from me.","5.0","2019-12-10 07:09:09","Positive"
"7ba63d8b75c448f74c11aa40be65a137","ChIJEc_lcqW-woARn1T_Yr_0a9k","Micky's Weho","ChIJEc_lcqW-woARn1T_Yr_0a9k","Ash Purcell","I’ve been coming here for years. Super fun bar. Highly recommend doing the drag brunch. It was only $5 per person and we got our own table. Definitely worth it.

We ordered food. It comes from a nearby restaurant. Excellent. Hot and fast.

Service was amazing. Our server was on it. Made sure my drink was never out. Shout out Kai!

Everyone was working hard to make sure you had a great experience. Thanks for a great day out! Had a blast.","5.0","2024-03-31 01:46:18","Positive"
"d5762caf3119655ddd53ede234142b53","ChIJFeL7xii4woARg3gOfY4Rh08","IHOP","ChIJFeL7xii4woARg3gOfY4Rh08","Simone Hsu","Mushroom cheddar cheese Omelette is tender and plenty of flavor,biscuits with beacons and egg is tasty,seasoning well and a little bit crunchy ,double blue berry pancakes is amazing,the best comfort breakfast on weekend days!","5.0","2024-01-22 01:41:38","Positive"
"0286cf170ea05390575d0e28f604b9a6","ChIJVYxR9EOVwoARKwL4ttlwG10","IHOP","ChIJVYxR9EOVwoARKwL4ttlwG10","Chef Robert Olivares","A few days ago I was invited to be a part of my Mother in law’s Birthday dinner. I was lucky enough to have the night off since I cook for a living and I am always happy to attend a meal that I don’t have to cook.
Until I found out where the dinner was. I honestly love IHOP as a brand but the Burbank location has never given me good service.
Today was no different and with us being one of three tables that was an accomplishment.
We were seated and our order was taken then we just felt forgotten. We got our food but we had to flag our server down for refills. I would hope that with so few tables that we would have more attentive service. Honestly I don’t understand how this location is still open.","1.0","2024-04-30 03:53:55","Negative"
"9d23406b6077861a6566ef3cf6f7bf26","ChIJwdLIee233IcRzqTE8PETEng","Fuzzy's Taco Shop","ChIJwdLIee233IcRzqTE8PETEng","mary kieru","The staff were very friendly and helpful. The food was great and the atmosphere was very pleasant. I will definitely go back there and I will definitely recommend people to visit Fuzzy’s and enjoy their tacos!","5.0","2024-03-09 22:34:10","Positive"
"0149e4872e57539f8c8ae8e7256c4027","ChIJN00ohyozMYYRiJdhykX-YHM","Fuzzy's Taco Shop","ChIJN00ohyozMYYRiJdhykX-YHM","Regina Graves","The Grilled Shrimp Quesadillas are to die for. I absolutely love them. They're served with sour cream and pico de Gallo.","5.0","2024-05-27 23:54:11","Positive"
"8223d6ccec56d90ec65f66f008d796e2","ChIJH3U277bHwoARlovdEXBQOh8","IHOP","ChIJH3U277bHwoARlovdEXBQOh8","Chris Yanke","I absolutely love the New York cheesecake pancakes I went ahead and made it a combo. The sausage is delicious with the hashbrowns and that layer of extra crunchy hashbrowns always makes me happy.

I help my friend out with his buttermilk pancakes too. It was like eating the clouds of heaven, the cake texture, collapsing, like a warm moist cheesecake sponge made me want to eat more and more","5.0","2024-07-09 17:44:50","Positive"
"14fe7e6ed21ced5fb8584d9e0af12e8c","ChIJczrmpc2wwoAR2O2_x3vPimo","IHOP","ChIJczrmpc2wwoAR2O2_x3vPimo","Shierly Yolanda","Always love American diner, the first time trying Ihop and I love it. Highly recommend this egg Benedict for first timer!","5.0","2024-05-22 05:23:22","Positive"
"6d735e8bdad070212e01c1fa5000af39","ChIJJz0R9CG5woARU9sTtz1rLhE","IHOP","ChIJJz0R9CG5woARU9sTtz1rLhE","Lisette Kramer","I used to love the cheese blitzes at the IHOP. It was my favorite place for breakfast. My kids would take me there for my Birthday every year. But the blintzes now are horrible! First of all, they took them off the menu, and then they say they still served them, but they stuffed them with cottage cheese instead of real ricotta. The blueberries are all dried up and frozen. The sour cream tastes like plastic. Simply the worst I have ever tasted. If I wasn't so hungry, I would have walked out. Now  I have a bad taste in my mouth. The syrup is cheap sugared water. Never again!","1.0","2024-04-03 19:09:32","Negative"
"c7f18ed520f6010dea9431e112cdff4c","ChIJx8T3gpKXwoAR-hsjwe375ak","IHOP","ChIJx8T3gpKXwoAR-hsjwe375ak","He Fights For Me","Hostess very friendly who seated us. Lily took the order immediately.  Lily kept returning to refill the empty coffee cups which was great. Food was hot and cooked as ordered. Inside and outside dining.  There was a father [101 yrs-old] and son dining as well and stole the hearts of many hearing their loving conversations.  Of course we had to meet them and they enjoyed their meal and each other's company.  Added extra photos of surrounding businesses as its a busy area but enough parking.","5.0","2022-02-03 02:44:00","Positive"
"e89be8655204baf2c99156189ed92946","ChIJUQLjnZ853YgRGAbKa2A8tYw","Fuzzy’s Taco Shop","ChIJUQLjnZ853YgRGAbKa2A8tYw","Bryna Goins","Meghan was amazing! We had so much fun on our girls day out! We always have a great time at Fuzzy's but Meghan just made it even better! 10⭐️","5.0","2024-03-21 21:55:55","Positive"
"ddf7026b962f8de2bf3be26cbfbcc7fd","ChIJtX5VAUS7woARjpFmHfHXtYI","Busby's West","ChIJtX5VAUS7woARjpFmHfHXtYI","Albert van Lingen","Absolutely loved this place. Good food and they have happy hour. The staff were amazingly friendly. We had a good old time 3 nights in a row!!","5.0","2022-05-10 11:28:33","Positive"
"c01e62ce81827f011d77c76c23914935","ChIJHTOfvBOZwoARvhZbxC1c9HA","IHOP","ChIJHTOfvBOZwoARvhZbxC1c9HA","Jazzi P Whereabouts","Mel our server was awesome, personable and accommodating. I was in the mood for comfort food for breakfast so I ordered the biscuits and gravy. Terrible choice. The gravy was bland and completely tasteless, the biscuits were split and browned on the grill.  Why? That is not tradional for that dish. The fluffiness was instead flat and was also tasteless. Unfortunately this was a wasted experience.  Maybe yours will be better","2.0","2024-06-16 23:51:03","Negative"
"2ad8c1fbb9e1244d08e15b6597d9b1e3","ChIJs1I9uSm_woAR3xXHBAwPbDY","BevMo!","ChIJs1I9uSm_woAR3xXHBAwPbDY","Sage S","I purchased a $320 bottle of Dom Perignon for a wedding gift at this location, and the associate assured me no box was included with the bottle. After purchasing at full retail price, I discovered a box was indeed meant to be included with this bottle as part of the purchase. I spoke to the manager, and he began yelling at me over the phone, asserting that he had a legal degree, and that I was not entitled to the box because I agreed to buy the bottle without a box. He refused to provide a box or a refund. I have reached out to Bev customer support for resolution, and received no response.","1.0","2024-07-10 22:04:00","Negative"
"c27c8022abd4781cf23b216b3b8fb3d0","ChIJzR3BFo2jwoARzQhg7WF7_jI","Fiesta Feast","ChIJzR3BFo2jwoARzQhg7WF7_jI","Brian","Came here after a long hike for the fish burrito it was delicious. The staff were nice as well the inside is small but the tables outside were nice to sit and eat at.","5.0","2023-08-08 15:45:03","Positive"
"164b4b7194c18deaf6dab6aada260f44","ChIJUbNfwlEo6IAR9Tq9pGakD34","El Patio Cantina","ChIJUbNfwlEo6IAR9Tq9pGakD34","Wendy Blommendahl","We went inside to tell them we were talking a table outside, but it still took quite a while to get service. Our food was as-ordered, though I personally felt that the cheese enchiladas had way, way too much cheese. (And I like cheese!) I'm sure others would love this, but it was much more than enchiladas anywhere Else, so I thought I'd mention it. My friend's chimichanga was great for her. Waiter want particularly friendly, but wasn't exactly rude, either. Just seemed unhappy.","3.0","2024-03-30 23:34:19","Mixed"
"ca81095d81881e70bdee37c9abe01bc4","ChIJJz0R9CG5woARU9sTtz1rLhE","IHOP","ChIJJz0R9CG5woARU9sTtz1rLhE","Andrea Andrade","I picked up an order at this location around 12 pm and the person who received me was super friendly and delivered a fast service. He greeted us with a big smile and efficiently met our needs. Just wanted to take a second to show appreciation for that host.","5.0","2024-06-30 20:00:57","Positive"
"20141c7b6827c5e79bde8503738daba9","ChIJi0ubl_OVwoARYBsh36K9wxA","El Tejano","ChIJi0ubl_OVwoARYBsh36K9wxA","Alexandria James","Music is very very loud inside and outside so it is hard to have conversations here. Bartender was very talented and efficient!

Drinks are ok but very expensive even during happy hour. Went with a big group and two of us ended up getting pretty sick afterwards. Rice and beans were also really salty.

It is a very cute place and some of thefood tasted pretty good but I would only suggest going for beers and a hangout spot where you're ok just listening to music.","2.0","2024-05-10 16:04:11","Mixed"
"9e855145b243d7f208e811e22f347a43","ChIJK9vwNo6awoAR3vT6GLYX0uQ","IHOP","ChIJK9vwNo6awoAR3vT6GLYX0uQ","Daryl Masuda","I really love the architecture of this location. With its nostalgic look and feel it brings back images of the International House of Pancakes from years gone by.

Our server was very efficient and did a great job. I ordered the Philly Cheese Steak Stacker with onion rings. The roll was soft, the meat was nicely cooked, and the cheese was melty. The onion rings were extremely crunchy, and they were made with actual sliced rings of onion.

The food was great, and so was the service.","5.0","2024-07-17 20:09:52","Positive"
"9c3007d9035ffa5de6361225d4cc260d","ChIJxYyaKq--woARHpeKzYN9mt4","Gracias Madre","ChIJxYyaKq--woARHpeKzYN9mt4","Dreamleaf39 L","Had a phenomenal time at the Drag Brunch this past Sunday! So awesome that Gracias Madre supports the community in this way.

Our server, Katia, was FANTASTIC.

The food is always a hit or miss for me. I didn't love the Cazuela Calabacitas (a frittata)--it lacked seasoning. And the black beans that came with it were pretty al dente. I prefer mine cooked thoroughly (I'll remember to ask for this next time if whatever dish I order comes with black beans).

I had a bite of the mushroom quesadilla and it was SO GOOD. Also loved the nachos. My friend loved her Crepas Mexicanas.

Katia also brought a comped dessert for our friend whose birthday we were celebrating. Love that touch.

Their patio is just lovely.

We'll be back, obviously!","5.0","2024-06-15 20:36:12","Positive"
"67b5aaf4da29203653f9691aa312e27b","ChIJm7_8bHUx3YARgRekdN8kuPs","Tacos La Revancha Kitchen & Beer","ChIJm7_8bHUx3YARgRekdN8kuPs","Erika-Marie Addario","I've been here twice and loved it both times. My favorite thing on the menu so far is the garlic short rib fries. They are literally so mouthwateringly amazing. The meat is tender and the fat just melts in your mouth.  Everything has a delicious garlic flavor that isn't overpowering. The aioli? they served with it wasn't my favorite but my husband liked it okay. The fries are nice and thick which is perfect. Their service was fast and super attentive. We were on the patio and they still made sure to check on us multiple times. I'll for sure be back again.","5.0","2024-04-14 03:11:09","Positive"
"9035fc6170e0486fcf9e45d6da927983","ChIJr1FS7Sa_woARdj7HmRxvgko","IHOP","ChIJr1FS7Sa_woARdj7HmRxvgko","Olga Parusske","Great place for early breakfast, omelettes are huge, and will power you up through a day.","5.0","2024-05-16 15:18:12","Positive"
"afe93f0212ec5da8d7bced8a38b12079","ChIJZYxpDza7woARU69tpaaWMkg","IHOP","ChIJZYxpDza7woARU69tpaaWMkg","nicolas","Really great staff and a hearty breakfast to kick off your day in full speed. Here is a chicken biscuit sandwich with hash browns plus lots of coffee.","5.0","2024-04-04 11:56:22","Positive"
"2dd2f3683f0c4a6fd7241c7501bd4a5a","ChIJi0ubl_OVwoARYBsh36K9wxA","El Tejano","ChIJi0ubl_OVwoARYBsh36K9wxA","Ryan Thrower","Happy hour every day where you can double your drink order for two dollars or get a bigger size for that same price. Fish tacos were good, wasn’t crazy about the hot sauce on them but overall pretty good.  Beers and food are a bit pricey for what they are but not absurd. Have been a few times and will continue to go. Fun vibe at night!","4.0","2019-02-03 02:13:03","Positive"
